,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
32,2024-03-04,148.08516864025972,142.5356993800197,154.18355859800909,148.08516864025972,148.08516864025972,0.2335075159908063,0.2335075159908063,0.2335075159908063,0.2335075159908063,0.2335075159908063,0.2335075159908063,0.0,0.0,0.0,148.31867615625052
33,2024-03-05,148.4140814774277,142.37817128794322,154.17720662773033,148.4140814774277,148.4140814774277,-0.21071886519446947,-0.21071886519446947,-0.21071886519446947,-0.21071886519446947,-0.21071886519446947,-0.21071886519446947,0.0,0.0,0.0,148.2033626122332
34,2024-03-06,148.74299431459565,142.29973623228415,154.56096417830642,148.74299431459565,148.74299431459565,-0.5567098169821101,-0.5567098169821101,-0.5567098169821101,-0.5567098169821101,-0.5567098169821101,-0.5567098169821101,0.0,0.0,0.0,148.18628449761354
35,2024-03-07,149.0719071517636,142.87816725467724,154.35419812222116,149.0719071517636,149.0719071517636,-0.281925102689387,-0.281925102689387,-0.281925102689387,-0.281925102689387,-0.281925102689387,-0.281925102689387,0.0,0.0,0.0,148.7899820490742
36,2024-03-11,150.38755850043543,144.34211906322835,156.56915904595317,150.38755850043543,150.38755850043543,0.23350751599038402,0.23350751599038402,0.23350751599038402,0.23350751599038402,0.23350751599038402,0.23350751599038402,0.0,0.0,0.0,150.62106601642583
37,2024-03-12,150.7164713376034,144.4730993460197,156.5314365306221,150.7164713376034,150.7164713376034,-0.2107188651992439,-0.2107188651992439,-0.2107188651992439,-0.2107188651992439,-0.2107188651992439,-0.2107188651992439,0.0,0.0,0.0,150.50575247240414
38,2024-03-13,151.04538417477136,144.52339785875014,156.5188636638226,151.04538417477136,151.04538417477136,-0.5567098169775846,-0.5567098169775846,-0.5567098169775846,-0.5567098169775846,-0.5567098169775846,-0.5567098169775846,0.0,0.0,0.0,150.48867435779377
39,2024-03-14,151.37429701193932,145.29519717914306,156.9372227072008,151.37429701193932,151.37429701193932,-0.28192510268730864,-0.28192510268730864,-0.28192510268730864,-0.28192510268730864,-0.28192510268730864,-0.28192510268730864,0.0,0.0,0.0,151.09237190925202
40,2024-03-15,151.70320984910725,145.8426102086641,157.95752159415017,151.70320984910725,151.70320984910725,0.08475579027034617,0.08475579027034617,0.08475579027034617,0.08475579027034617,0.08475579027034617,0.08475579027034617,0.0,0.0,0.0,151.7879656393776
41,2024-03-18,152.68994834866834,146.98851546886777,159.0700606192592,152.68994834866834,152.68994834866834,0.23350751598680325,0.23350751598680325,0.23350751598680325,0.23350751598680325,0.23350751598680325,0.23350751598680325,0.0,0.0,0.0,152.92345586465515
42,2024-03-19,153.01886118185536,146.8946370396972,159.0491910155155,153.01886118185536,153.01886118185536,-0.2107188651978087,-0.2107188651978087,-0.2107188651978087,-0.2107188651978087,-0.2107188651978087,-0.2107188651978087,0.0,0.0,0.0,152.80814231665755
43,2024-03-20,153.34777401504238,146.8242030348679,158.80374399146348,153.34777401504238,153.34777401504238,-0.5567098169730589,-0.5567098169730589,-0.5567098169730589,-0.5567098169730589,-0.5567098169730589,-0.5567098169730589,0.0,0.0,0.0,152.7910641980693
44,2024-03-21,153.6766868482294,147.8194832643572,159.29421251440456,153.6766868482294,153.6766868482294,-0.2819251026913007,-0.2819251026913007,-0.2819251026913007,-0.2819251026913007,-0.2819251026913007,-0.2819251026913007,0.0,0.0,0.0,153.3947617455381
45,2024-03-22,154.0055996814164,148.36239722511206,159.7425184326582,154.0055996814164,154.0055996814164,0.08475579027047632,0.08475579027047632,0.08475579027047632,0.08475579027047632,0.08475579027047632,0.08475579027047632,0.0,0.0,0.0,154.09035547168688
46,2024-03-26,155.32125101416452,148.8616783352655,161.01227515879208,155.32125101416452,155.32125101416452,-0.21071886520258307,-0.21071886520258307,-0.21071886520258307,-0.21071886520258307,-0.21071886520258307,-0.21071886520258307,0.0,0.0,0.0,155.11053214896194
47,2024-03-27,155.65016384735154,149.30784861551578,160.90298439670735,155.65016384735154,155.65016384735154,-0.5567098169753484,-0.5567098169753484,-0.5567098169753484,-0.5567098169753484,-0.5567098169753484,-0.5567098169753484,0.0,0.0,0.0,155.0934540303762
48,2024-03-28,155.97907668053855,149.76631021111044,161.298452755763,155.97907668053855,155.97907668053855,-0.2819251026831519,-0.2819251026831519,-0.2819251026831519,-0.2819251026831519,-0.2819251026831519,-0.2819251026831519,0.0,0.0,0.0,155.6971515778554
49,2024-04-01,157.29472802126978,151.97408832374074,163.68446146309853,157.29472802126978,157.29472802126978,0.23350751599033298,0.23350751599033298,0.23350751599033298,0.23350751599033298,0.23350751599033298,0.23350751599033298,0.0,0.0,0.0,157.52823553726012
